index,G1,G2,G3,G4,G5,G6,G7
1991-01-01,24.04647064860427,20.284567901234567,24.657598978288632,23.03107142857143,24.37040229885058,21.92566666666666,25.667471264367816
1991-01-02,23.971496305418718,20.324050332383667,24.436079182630905,22.930086206896554,24.53206896551724,21.473846743295017,25.36837606837607
1991-01-03,23.630844508301404,19.708024691358023,24.255906768837804,22.524741379310345,24.001666666666665,21.110045977011495,25.311790123456788
1991-01-04,23.72864839901478,19.70650522317189,24.03502554278416,23.34801724137931,24.46528735632184,21.35934482758621,25.490185185185187
1991-01-05,23.974540229885058,20.309876543209878,24.494220945083015,23.63479885057471,24.765244252873565,22.01997318007663,25.649344401873137
1991-01-06,24.157430555555557,20.44567901234568,24.817426108374384,23.712155172413794,25.07043103448276,22.17939846743295,25.841091954022986
1991-01-07,24.098176313628898,20.769135802469137,24.781736909323115,23.527241379310347,24.85887931034483,22.21471264367816,26.146534695615156
1991-01-08,24.12708333333333,21.00246913580247,25.2695197044335,23.812126436781607,25.29646551724138,22.84505747126437,26.39531335522715
1991-01-09,24.11541666666667,21.011728395061727,25.085806650246308,24.37045977011494,25.722528735632185,22.84047509578544,26.57925925925926
1991-01-10,23.9477557699325,20.18081671415005,24.848645320197043,24.14080459770115,25.47705459770115,22.15166283524904,26.369230769230768
1991-01-11,23.723727422003282,20.366049382716046,24.77179802955665,23.536580459770114,24.76272988505747,21.988514778325122,25.55467007237122
1991-01-12,23.379498626373625,20.288057929724594,24.647349936143037,23.420632183908047,24.686752873563222,21.757758620689657,25.543318433375905
1991-01-13,23.72719827586207,20.482716049382717,24.682573891625616,23.36454022988506,24.97897988505747,21.994233716475094,25.955217113665388
1991-01-14,24.468341069849693,20.93703703703704,25.1580779054917,23.42594827586207,24.99235119047619,22.207111111111114,25.961892294593444
1991-01-15,24.501893358876117,20.438081671415006,25.34165640394089,23.406063218390806,24.72449712643678,21.801425287356324,25.48813963388676
1991-01-16,24.180866858237547,20.23641975308642,24.957943349753698,22.843103448275862,24.243333333333332,21.4061570881226,24.951296296296295
1991-01-17,23.687692781356578,20.141975308641978,24.877522349936143,23.02922619047619,24.006077586206896,21.262613026819924,25.2171306939123
1991-01-18,23.888418435013264,20.354938271604937,24.41000615763547,22.855718390804597,24.204497126436785,21.59326436781609,25.162275436355895
1991-01-19,24.008563218390805,20.33703703703704,24.48998015873016,22.935476190476194,24.19956896551724,21.4730153256705,25.181993284493284
1991-01-20,23.854635057471263,20.103086419753087,24.7880291005291,23.291063218390804,24.64015804597701,21.547567049808432,25.6114767331434
1991-01-21,23.715425508399647,20.045679012345683,24.383205619412514,23.202126436781608,24.629396551724138,21.28407662835249,25.665845543345544
1991-01-22,23.595376878868258,20.053703703703704,24.513023399014777,23.5991091954023,24.732068965517243,21.673042145593868,25.836007936507936
1991-01-23,23.858662196679436,20.426543209876545,24.66176108374384,24.283649425287358,25.133750000000003,21.777088122605363,26.310007368110817
1991-01-24,24.473628663003666,20.710493827160494,24.934205665024628,24.599310344827586,25.727241379310342,22.261865900383143,25.996357206012377
1991-01-25,24.15220146871009,20.635042735042735,25.23837803320562,23.875890804597702,24.78163793103448,21.756624521072798,25.323768051871497
1991-01-26,23.913793103448274,19.946913580246914,24.58346104725415,23.301726190476188,24.05502873563218,21.162030651340995,24.61419108669109
1991-01-27,23.53035477453581,19.93395061728395,24.68494458128079,23.58353448275862,24.531135057471268,21.4458908045977,25.109468253968256
1991-01-28,23.614161877394636,20.45061728395062,24.973786717752237,24.022241379310344,24.889741379310344,22.188069923371646,25.534424603174603
1991-01-29,24.024085249042148,20.8267094017094,25.35431034482759,24.318534482758622,25.532873563218395,22.369659961685823,25.92636752136752
1991-01-30,24.21712164750958,20.869753086419752,25.30939039408867,24.375689655172415,25.549209770114942,22.44329501915709,25.936827291482462
1991-01-31,24.362191644562337,20.529629629629632,25.54433497536946,24.4660632183908,25.472356321839083,22.334421455938696,25.973271441202474
1991-02-01,24.53334325396825,20.864197530864196,25.432389162561577,23.761309523809523,25.146982758620688,22.377933533233385,25.61707747977863
1991-02-02,24.554558930852032,20.674074074074074,25.404118773946358,23.609642857142855,24.64317528735632,21.984683037269246,25.35781746031746
1991-02-03,24.16560185185185,20.73024691358025,24.879895320197043,23.511759259259257,24.733280993431855,22.026966213862764,25.558328924162257
1991-02-04,24.19404761904762,21.05,24.967087438423647,23.707083333333333,24.904554597701146,22.231037965865553,25.230092592592595
1991-02-05,24.56925595238095,21.069135802469134,25.14384236453202,23.71470238095238,25.132399425287357,22.439306861720656,25.712398589065256
1991-02-06,24.343839285714285,20.843827160493827,25.092641625615762,23.62357142857143,25.04487068965517,22.33201671891327,25.792290336313325
1991-02-07,24.111527777777777,20.34938271604938,25.05386904761905,23.78441890166028,24.90905172413793,22.095048763497037,25.544021620142313
1991-02-08,24.309801587301585,20.443281101614435,24.872440476190476,23.759761904761902,25.021005747126438,21.99676419366075,25.555764915161472
1991-02-09,24.38270913154534,20.582431149097815,25.101388888888888,23.987380952380953,25.049137931034487,22.14646141215107,25.471666666666664
1991-02-10,24.102222222222224,20.657882241215574,25.202619047619045,23.804285714285715,24.770833333333332,21.91862591431557,24.878174603174603
1991-02-11,24.08484126984127,20.195489078822412,24.71011904761905,22.75049261083744,23.892054597701147,21.287983281086728,24.550668498168495
1991-02-12,23.60239417989418,20.214197530864197,24.512083333333333,22.228796296296295,23.21866789819376,21.160821018062396,24.145587027914615
1991-02-13,23.2183167989418,19.870987654320984,24.347321428571426,22.685238095238095,23.67994252873563,21.30998084291188,24.33364836100468
1991-02-14,22.888703703703705,19.571581196581196,24.126964285714287,22.613869047619048,23.587586206896553,20.79420062695925,24.37611111111111
1991-02-15,23.290410052910055,19.883048433048433,24.526130952380953,23.072261904761902,23.84919540229885,20.934738766980146,24.631707717569785
1991-02-16,23.54883939974457,19.947056030389362,24.695277777777775,23.74125,24.297744252873564,21.148133552271485,24.75051587301587
1991-02-17,23.830833333333334,20.406505223171887,24.752916666666664,23.73529761904762,24.34485632183908,21.650285614768375,24.714007936507937
1991-02-18,23.903554894179894,20.1829534662868,24.81160714285714,23.702962962962964,24.51132183908046,21.750609543712994,25.011022927689595
