index,G1,G2,G3,G4,G5,G6,G7
2015-10-10,14.6,14.4,13.850000000000001,14.4,16.125,19.2,20.419999999999998
2015-10-11,13.8,15.800000000000002,14.35,14.200000000000001,15.374999999999998,19.46666666666667,18.14
2015-10-12,13.45,13.633333333333333,15.175,14.566666666666668,14.024999999999999,20.4,16.18
2015-10-13,13.95,14.6,16.0,17.266666666666666,14.525,18.266666666666666,17.82
2015-10-14,17.700000000000003,20.066666666666666,19.724999999999998,23.7,18.799999999999997,19.900000000000002,23.54
2015-10-15,19.950000000000003,20.400000000000002,20.224999999999998,20.633333333333333,21.875,22.96666666666667,26.639999999999997
2015-10-16,13.75,16.033333333333335,15.975000000000001,16.933333333333334,18.25,19.999999999999996,25.839999999999996
2015-10-17,11.5,9.766666666666667,12.850000000000001,14.533333333333331,13.0,16.066666666666666,22.439999999999998
2015-10-18,12.3,12.700000000000001,13.200000000000001,15.9,13.575,16.53333333333333,17.560000000000002
2015-10-19,16.1,19.0,16.6,22.933333333333334,17.1,18.4,20.96
2015-10-20,18.5,22.433333333333334,22.150000000000002,25.866666666666664,21.95,21.666666666666668,25.119999999999997
2015-10-21,15.9,18.400000000000002,17.375,20.833333333333332,20.275,19.7,25.380000000000003
2015-10-22,17.6,16.5,18.275,19.966666666666665,16.9,19.266666666666666,21.7
2015-10-23,14.35,16.833333333333332,17.950000000000003,20.566666666666666,17.825,20.2,20.34
2015-10-24,13.5,14.766666666666666,15.274999999999999,19.433333333333334,17.625,18.599999999999998,20.300000000000004
2015-10-25,16.8,14.9,15.65,17.133333333333336,14.3,17.866666666666664,19.1
2015-10-26,18.5,17.766666666666666,19.7,19.6,15.850000000000001,18.966666666666665,19.94
2015-10-27,18.5,19.166666666666668,20.724999999999998,22.53333333333333,18.275,20.53333333333333,21.139999999999997
2015-10-28,19.25,19.866666666666667,21.0,22.96666666666667,19.275,20.633333333333333,21.839999999999996
2015-10-29,20.85,21.5,24.05,26.233333333333334,19.05,21.333333333333332,21.900000000000002
2015-10-30,19.200000000000003,20.266666666666666,22.25,22.333333333333332,18.775,21.73333333333333,23.020000000000003
2015-10-31,16.2,18.099999999999998,17.625,20.433333333333334,19.675,22.0,21.28
2015-11-01,15.75,14.9,16.675,18.966666666666665,18.419999999999998,19.666666666666668,19.46
2015-11-02,16.85,14.766666666666666,16.475,19.533333333333335,14.625,18.033333333333335,18.32
2015-11-03,17.5,18.066666666666666,19.200000000000003,20.266666666666666,19.02,20.433333333333334,20.0
2015-11-04,17.3,16.333333333333332,16.45,17.933333333333334,16.05,19.233333333333334,19.96
2015-11-05,15.35,13.0,15.650000000000002,16.53333333333333,16.6,17.96666666666667,20.880000000000003
2015-11-06,16.6,13.466666666666667,16.9,16.96666666666667,15.375000000000002,18.566666666666666,19.759999999999998
2015-11-07,17.200000000000003,16.8,18.65,20.066666666666666,16.075000000000003,20.033333333333335,20.419999999999995
2015-11-08,19.799999999999997,18.433333333333334,21.349999999999998,22.566666666666666,15.375,20.133333333333333,19.3
2015-11-09,22.15,21.433333333333334,24.700000000000003,25.399999999999995,19.625,22.433333333333337,23.060000000000002
2015-11-10,20.95,19.166666666666668,21.974999999999998,22.96666666666667,18.475,23.2,24.919999999999998
2015-11-11,19.15,19.633333333333333,22.2,23.03333333333333,18.724999999999998,23.933333333333334,24.82
2015-11-12,19.55,21.933333333333334,21.675000000000004,24.366666666666664,21.8,22.7,24.54
2015-11-13,21.45,20.900000000000002,22.75,22.0,20.1,23.333333333333332,23.28
2015-11-14,17.549999999999997,17.5,19.674999999999997,20.233333333333334,19.450000000000003,23.3,23.52
2015-11-15,18.5,17.900000000000002,19.799999999999997,22.433333333333334,19.275,21.5,22.78
2015-11-16,19.75,19.8,19.325000000000003,21.599999999999998,19.825000000000003,21.03333333333333,21.3
2015-11-17,20.25,18.333333333333332,20.525,23.133333333333336,17.45,21.3,20.4
2015-11-18,20.55,20.0,22.525,23.53333333333333,19.325,24.866666666666664,21.32
2015-11-19,18.6,19.733333333333334,21.0,20.400000000000002,19.575000000000003,24.900000000000002,23.060000000000002
2015-11-20,15.799999999999999,15.033333333333333,16.975,16.933333333333334,15.225,22.666666666666668,20.84
2015-11-21,15.100000000000001,15.6,17.575,19.566666666666666,16.675,20.866666666666664,21.04
2015-11-22,18.85,19.599999999999998,20.15,22.7,18.675,22.5,21.660000000000004
2015-11-23,17.299999999999997,17.23333333333333,19.05,22.100000000000005,18.4,21.833333333333332,21.080000000000002
2015-11-24,18.6,17.066666666666666,18.475,21.53333333333333,17.825,20.2,20.1
2015-11-25,19.4,19.76666666666667,19.7,24.03333333333333,19.45,22.166666666666668,20.56
2015-11-26,19.7,21.26666666666667,22.025,23.0,19.224999999999998,22.233333333333334,21.979999999999997
2015-11-27,21.5,19.933333333333334,22.775,21.8,18.275000000000002,22.400000000000002,21.98
2015-11-28,19.549999999999997,18.433333333333334,21.724999999999998,22.03333333333333,18.85,24.133333333333336,20.499999999999996
2015-11-29,18.05,17.433333333333334,19.824999999999996,20.86666666666667,17.85,21.133333333333333,21.419999999999998
2015-11-30,18.9,16.633333333333333,19.924999999999997,21.7,15.600000000000001,19.6,18.279999999999998
2015-12-01,19.85,18.766666666666666,21.15,21.066666666666666,18.52,20.366666666666667,20.6
2015-12-02,20.2,17.933333333333334,20.625,21.066666666666666,18.060000000000002,21.266666666666666,21.18
2015-12-03,20.65,20.7,22.35,24.799999999999997,20.2,21.766666666666666,20.74
2015-12-04,22.9,20.099999999999998,23.250000000000004,23.400000000000002,18.26,22.433333333333334,20.98
2015-12-05,19.15,19.666666666666664,21.650000000000002,24.0,19.88,24.766666666666666,21.759999999999998
2015-12-06,16.8,17.0,19.375,21.7,18.86,20.333333333333332,20.42
2015-12-07,17.15,16.733333333333334,19.25,21.400000000000002,18.979999999999997,20.166666666666668,21.96
2015-12-08,20.85,21.53333333333333,23.075,25.100000000000005,21.080000000000002,22.099999999999998,23.020000000000003
2015-12-09,21.8,21.233333333333334,22.624999999999996,21.400000000000002,21.32,24.5,24.080000000000002
2015-12-10,21.700000000000003,19.766666666666666,22.575000000000003,22.599999999999998,20.1,24.266666666666666,21.56
2015-12-11,25.25,22.133333333333336,24.775000000000002,25.233333333333334,22.02,24.13333333333333,22.82
2015-12-12,25.950000000000003,23.266666666666666,27.3,27.03333333333333,22.5,24.7,20.8
2015-12-13,24.549999999999997,20.73333333333333,23.45,22.066666666666663,21.14,25.266666666666666,23.1
2015-12-14,23.75,20.366666666666664,22.45,20.333333333333332,21.18,25.566666666666663,24.439999999999998
2015-12-15,21.65,20.066666666666666,23.275,23.53333333333333,20.175,26.2,23.32
2015-12-16,20.15,20.2,21.875,24.3,21.38,24.366666666666664,22.919999999999998
2015-12-17,22.9,23.73333333333333,25.375,26.833333333333332,22.68,24.366666666666664,24.34
2015-12-18,21.5,21.73333333333333,23.175,22.900000000000002,21.96,25.8,25.639999999999997
2015-12-19,19.05,17.900000000000002,20.6,21.866666666666664,19.360000000000003,23.766666666666666,22.2
2015-12-20,19.05,18.866666666666667,20.575000000000003,23.066666666666663,20.04,21.2,21.5
2015-12-21,22.75,20.633333333333336,22.55,21.8,20.919999999999998,22.266666666666666,23.6
2015-12-22,22.1,23.066666666666663,21.875,24.133333333333336,23.32,25.3,25.419999999999998
2015-12-23,23.85,23.066666666666666,22.75,22.2,23.12,25.666666666666668,25.080000000000002
2015-12-24,21.7,20.73333333333333,21.6,22.333333333333332,22.28,24.766666666666666,24.259999999999998
2015-12-25,21.5,20.833333333333332,21.975,23.566666666666663,23.0,25.133333333333336,24.58
2015-12-26,21.700000000000003,21.933333333333337,22.7,25.899999999999995,23.919999999999998,25.7,23.419999999999998
2015-12-27,23.4,22.8,24.875,25.599999999999998,22.76,26.166666666666668,23.440000000000005
2015-12-28,24.3,22.933333333333334,25.9,27.03333333333333,22.880000000000003,25.366666666666664,22.880000000000003
2015-12-29,25.15,23.099999999999998,26.2,25.53333333333333,22.78,26.23333333333333,22.619999999999997
2015-12-30,25.75,22.766666666666666,26.625,26.3,22.28,27.46666666666667,22.880000000000003
2015-12-31,22.75,22.233333333333334,24.05,26.233333333333334,22.839999999999996,28.166666666666668,23.5
2016-01-01,22.8,21.26666666666667,23.049999999999997,25.900000000000002,21.860000000000003,23.63333333333333,23.42
2016-01-02,23.1,20.86666666666667,23.275000000000002,25.866666666666664,20.839999999999996,22.900000000000002,22.240000000000002
2016-01-03,23.3,20.766666666666666,24.675,27.099999999999998,20.62,23.7,21.659999999999997
2016-01-04,24.700000000000003,21.633333333333336,25.95,24.899999999999995,20.8,23.599999999999998,22.2
2016-01-05,22.700000000000003,22.166666666666668,24.85,24.73333333333333,21.02,24.066666666666666,23.22
2016-01-06,23.75,22.233333333333334,25.875,25.46666666666667,21.84,24.5,23.720000000000002
